"GEO_ID","NAME","P001001","P001002","P001003","P001004","P001005","P001006","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071"
"7000000US51143000305","Riceville Voting District, Pittsylvania County, Virginia","1609","1598","838","734","7","2","0","17","11","11","5","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51800000203","King's Fork Voting District, Suffolk city, Virginia","8502","8256","4749","3193","22","178","3","111","246","217","77","21","55","0","23","10","9","2","13","2","0","1","2","1","1","29","12","2","0","0","3","0","3","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51810000007","Kingston Voting District, Virginia Beach city, Virginia","2506","2479","2367","16","4","81","0","11","27","27","2","0","18","0","4","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51161000403","North Vinton Voting District, Roanoke County, Virginia","3933","3861","3601","184","3","31","1","41","72","72","46","6","9","0","6","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51173000201","Seven Mile Ford Voting District, Smyth County, Virginia","2786","2766","2694","50","1","10","1","10","20","18","6","5","4","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51610000005","Fifth Ward, Falls Church city, Virginia","1903","1832","1610","36","3","164","0","19","71","63","7","5","37","1","9","1","0","0","0","0","0","0","0","3","0","6","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51183000202","Little Mill Voting District, Sussex County, Virginia","378","368","154","212","1","0","0","1","10","10","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51021000201","Davis Voting District, Bland County, Virginia","280","273","270","1","0","0","0","2","7","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51081000202","Voting District 2-B, Greensville County, Virginia","957","949","599","339","3","0","0","8","8","7","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51810000076","Village Voting District, Virginia Beach city, Virginia","5620","5273","3272","1629","24","203","9","136","347","315","116","33","62","0","30","22","21","1","16","3","0","1","4","4","2","32","14","10","0","2","1","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51770000019","Melrose Voting District, Roanoke city, Virginia","2788","2676","288","2285","6","26","1","70","112","106","65","1","4","0","9","13","0","5","9","0","0","0","0","0","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51069000102","Gore Voting District, Frederick County, Virginia","4501","4445","4316","75","14","14","3","23","56","53","21","20","4","0","7","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51143000602","Bearskin Voting District, Pittsylvania County, Virginia","514","511","368","139","0","0","0","4","3","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51570000004","Voting District Fourth, Colonial Heights city, Virginia","4681","4602","3753","556","7","201","2","83","79","71","24","9","17","0","5","5","8","1","1","0","0","0","0","0","1","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51173000702","Sugar Grove Voting District, Smyth County, Virginia","1733","1716","1675","29","4","6","0","2","17","16","2","12","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51710000309","Norview Middle School Voting District, Norfolk city, Virginia","4650","4482","874","3409","14","118","13","54","168","139","47","10","13","0","5","27","16","5","7","0","0","0","2","5","2","29","13","7","2","3","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51760000412","Voting District 412, Richmond city, Virginia","3104","3016","1090","1736","11","82","2","95","88","77","29","6","4","0","6","10","6","0","16","0","0","0","0","0","0","10","7","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51059000213","Vienna #1 Voting District, Fairfax County, Virginia","5496","5317","4416","110","3","674","0","114","179","169","9","18","104","2","27","1","4","0","0","0","0","0","1","3","0","10","6","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51005000301","Callaghan Voting District, Alleghany County, Virginia","849","838","836","1","1","0","0","0","11","11","4","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51019000403","Knights Of Columbus Bldg Voting District, Bedford County, Virginia","3371","3331","3037","177","0","105","1","11","40","35","20","0","8","0","4","0","1","1","1","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51109000102","Mechanicsville Voting District, Louisa County, Virginia","2846","2776","2283","456","3","14","0","20","70","63","34","16","5","0","0","0","4","4","0","0","0","0","0","0","0","7","3","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51710000308","Norview Methodist Voting District, Norfolk city, Virginia","3347","3175","1740","1234","25","128","10","38","172","142","46","26","26","2","13","11","6","2","9","0","0","0","0","1","0","30","13","4","0","1","6","0","0","1","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51019000703","Bedford Christian Church Voting District, Bedford County, Virginia","2719","2679","2375","276","12","3","1","12","40","38","9","12","4","3","2","1","0","0","0","0","5","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51113000002","Radiant Voting District, Madison County, Virginia","2357","2312","1935","354","2","3","2","16","45","35","18","9","2","1","0","3","2","0","0","0","0","0","0","0","0","10","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51125000502","Nellysford Voting District, Nelson County, Virginia","2010","1993","1797","159","1","12","0","24","17","17","6","4","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51153000605","Minnieville Voting District, Prince William County, Virginia","5275","4954","2880","1005","52","322","4","691","321","292","97","56","40","0","57","15","2","0","9","1","0","14","1","0","0","19","12","2","0","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","10","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51167000402","Swords Creek Voting District, Russell County, Virginia","2793","2771","2748","8","5","1","1","8","22","18","0","13","2","2","1","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51700000208","Hidenwood Voting District, Newport News city, Virginia","2068","2029","1905","74","10","29","1","10","39","37","10","9","12","0","3","0","1","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51027000103","Hurley Voting District, Buchanan County, Virginia","2507","2499","2495","3","0","0","0","1","8","6","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51087000303","Crestview Voting District, Henrico County, Virginia","4236","4088","3104","408","7","370","0","199","148","141","50","15","40","0","28","1","1","0","1","0","0","0","1","4","0","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51121000302","C-2 Voting District, Montgomery County, Virginia","3165","3124","2982","88","14","28","2","10","41","40","13","8","9","0","8","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51059000115","Ravensworth Voting District, Fairfax County, Virginia","2466","2393","1640","61","6","534","4","148","73","73","8","4","38","1","15","0","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51650000215","Tyler Voting District, Hampton city, Virginia","1764","1677","418","1193","16","30","3","17","87","79","19","11","5","2","3","16","18","1","3","0","0","0","1","0","0","8","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51041000206","Belmont Voting District, Chesterfield County, Virginia","3999","3841","1152","1954","36","19","0","680","158","132","56","4","6","1","29","5","3","4","15","5","0","2","0","0","2","25","16","1","0","5","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51087000115","Westwood Voting District, Henrico County, Virginia","2456","2414","2102","155","11","109","0","37","42","37","9","5","9","2","7","2","1","0","0","0","0","0","0","1","1","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51550000005","Crestwood Voting District, Chesapeake city, Virginia","4095","3967","677","3135","4","101","5","45","128","115","31","2","23","3","9","9","22","0","7","0","0","0","2","4","3","13","10","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51083000802","South Boston West Voting District, Halifax County, Virginia","1733","1713","581","1111","8","2","0","11","20","13","3","3","2","2","0","1","1","0","1","0","0","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51105000402","Jasper Voting District, Lee County, Virginia","761","748","742","2","0","4","0","0","13","13","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51510000102","City Hall Voting District, Alexandria city, Virginia","3021","2967","2677","213","4","48","0","25","54","51","8","8","24","0","8","2","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51650000210","Machen Voting District, Hampton city, Virginia","7507","7129","2669","3966","35","307","13","139","378","325","128","29","66","7","10","30","26","1","17","1","2","0","4","3","1","44","21","8","1","0","5","0","1","3","1","0","2","0","0","0","0","0","0","0","0","2","9","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51059000425","Wilton Voting District, Fairfax County, Virginia","3398","3282","1955","641","20","248","1","417","116","106","33","8","20","0","25","2","0","0","7","1","0","1","1","6","2","10","4","0","0","0","1","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51041000515","Davis Voting District, Chesterfield County, Virginia","5935","5727","2016","3008","39","78","1","585","208","183","71","6","13","1","34","15","15","1","12","0","0","0","0","13","2","25","12","6","0","2","0","0","0","0","0","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51185000101","Abbs Valley Voting District, Tazewell County, Virginia","881","876","876","0","0","0","0","0","5","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51059000730","Penderbrook Voting District, Fairfax County, Virginia","5316","5132","3378","367","13","1260","3","111","184","174","26","10","90","2","16","4","9","0","8","0","0","0","1","8","0","9","5","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51143000607","Dry Fork Voting District, Pittsylvania County, Virginia","948","939","798","124","6","0","0","11","9","9","3","3","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51590000002","Ward Two, Danville city, Virginia","1669","1640","839","766","11","21","0","3","29","24","13","5","2","0","0","0","1","0","3","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51630000301","District 3, Fredericksburg city, Virginia","5494","5299","4137","730","16","117","5","294","195","185","67","27","38","1","18","13","5","1","7","0","0","1","7","0","0","8","3","0","0","1","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51710000512","Azalea Gardens Voting District, Norfolk city, Virginia","2671","2560","1701","639","17","132","9","62","111","101","33","22","24","2","1","0","9","1","4","0","0","0","1","4","0","10","4","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51019000504","Odd Fellows Hall Voting District, Bedford County, Virginia","514","510","459","49","2","0","0","0","4","4","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000US51810000065","Colonial Voting District, Virginia Beach city, Virginia","4354","4137","2178","941","5","921","10","82","217","192","44","7","81","4","11","7","8","0","4","2","0","1","6","17","0","25","9","6","0","2","4","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
